%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
A1732C,"Durable goods","Current Dollars","Level",-6,T62200C:12,NONE
A1744BC,"Nondurable goods","Current Dollars","Level",-6,T62200B:24,NONE
A1744C,"Nondurable goods","Current Dollars","Level",-6,T62200C:24,NONE
A1755BC,"Transportation and public utilities","Current Dollars","Level",-6,T62200B:35,NONE
A1755C,"Transportation and public utilities","Current Dollars","Level",-6,T62200C:35,NONE
A1756BC,"Transportation","Current Dollars","Level",-6,T62200B:36,NONE
A1756C,"Transportation","Current Dollars","Level",-6,T62200C:36,NONE
A1764BC,"Communication","Current Dollars","Level",-6,T62200B:44,NONE
A1764C,"Communications","Current Dollars","Level",-6,T62200C:44,NONE
A1770BC,"Finance, insurance, and real estate","Current Dollars","Level",-6,T62200B:50,NONE
A1770C,"Finance, insurance, and real estate","Current Dollars","Level",-6,T62200C:50,NONE
A1771C,"Banking","Current Dollars","Level",-6,T62200B:51,NONE
A1780BC,"Services","Current Dollars","Level",-6,T62200B:60,NONE
A1780C,"Services","Current Dollars","Level",-6,T62200C:60,NONE
A1788BC,"Other services","Current Dollars","Level",-6,T62200B:68,NONE
A1788C,"Other services","Current Dollars","Level",-6,T62200C:68,NONE
A1803C,"Manufacturing","Current Dollars","Level",-6,T61200C:5,NONE
A1806BC,"Transportation and public utilities","Current Dollars","Level",-6,T61200B:8,NONE
A1806C,"Transportation and public utilities","Current Dollars","Level",-6,T61200C:8,NONE
A180RC,"Interest payments","Current Dollars","Level",-6,T30100:27,NONE
A1813C,"Services","Current Dollars","Level",-6,T61200C:15,NONE
A182RC,"Exports of nonagricultural goods","Current Dollars","Level",-6,T40205:52,NONE
A182RL,"Exports of nonagricultural goods","Fisher Quantity Index","Percent change, annual rate",0,T40201:52,NONE
A182RX,"Exports of nonagricultural goods","Chained Dollars","Level",-6,T40206:54,NONE
A1830C,"Inventory valuation adjustment to nonfarm incomes","Current Dollars","Level",-6,T61400A:1|T61400B:1|T61400C:1|T61400D:1,NONE
A1836BC,"Manufacturing","Current Dollars","Level",-6,T61400B:18,NONE
A1836C,"Manufacturing","Current Dollars","Level",-6,T61400C:18,NONE
A1850C,"Domestic industries","Current Dollars","Level",-6,T61500A:2|T61500B:2|T61500C:2|T61500D:2,B060RC
A1854BC,"Manufacturing","Current Dollars","Level",-6,T61500B:6,NONE
A1854C,"Manufacturing","Current Dollars","Level",-6,T61500C:6,NONE
A1857BC,"Transportation and public utilities","Current Dollars","Level",-6,T61500B:9,NONE
A1857C,"Transportation and public utilities","Current Dollars","Level",-6,T61500C:9,NONE
A1863BC,"Finance, insurance, and real estate","Current Dollars","Level",-6,T61500B:15,NONE
A1863C,"Finance, insurance, and real estate","Current Dollars","Level",-6,T61500C:15,NONE
A1867BC,"Services","Current Dollars","Level",-6,T61500B:19,NONE
A1867C,"Services","Current Dollars","Level",-6,T61500C:19,NONE
A1870C,"Insurance payments to persons by business","Current Dollars","Level",-6,T70700:3,B931RC
A187RC,"Imports of nonpetroleum goods","Current Dollars","Level",-6,T40205:55,NONE
A187RL,"Imports of nonpetroleum goods","Fisher Quantity Index","Percent change, annual rate",0,T40201:55,NONE
A187RX,"Imports of nonpetroleum goods","Chained Dollars","Level",-6,T40206:57,NONE
A190RA,"Final sales of domestic product","Fisher Quantity Index","Level",0,T10203:2|T10403:7,NONE
A190RC,"Final sales of domestic product","Current Dollars","Level",-6,T10205:2|T10405:7,A191RC
A190RD,"Implicit price deflator for final sales of domestic product","Chained Dollar IPDs","Level",0,T10204:19,NONE
A190RL,"Final sales of domestic product","Fisher Quantity Index","Percent change, annual rate",0,T10201:2|T10401:7,NONE
A190RO,"Final sales of domestic product","Fisher Quantity Index","Percent change, year ago",0,T10111:27,NONE
A190RP,"Final sales of domestic product, current dollars","Current Dollars","Percent change, annual rate",0,T10201:22,NONE
A190RV,"Final sales of domestic product","Fisher Price Index","Percent change, annual rate",0,T10607:64,NONE
A190RX,"Final sales of domestic product","Chained Dollars","Level",-6,T10206:2|T10406:7,NONE
A190RY,"Final sales of domestic product","Quantity Contributions","Level",0,T10202:2,NONE
A191AX,"Gross domestic product","Chained Dollars","Level",-6,T10106A:1,NONE
A191BX,"Gross domestic product","Chained Dollars","Level",-6,T10106B:1,NONE
A191CX,"Gross domestic product","Chained Dollars","Level",-6,T10106C:1,NONE
A191DX,"Gross domestic product","Chained Dollars","Level",-6,T10106D:1,NONE
A191RA,"Gross domestic product","Fisher Quantity Index","Level",0,IntlStyl4:1|T10103:1|T10203:1|T10303:1|T10403:1|T10503:1|T10703:1|T10803:1,NONE
A191RC,"Gross domestic product","Current Dollars","Level",-6,IntlStyl1:1|T10105:1|T10205:1|T10305:1|T10405:1|T10505:1|T10705:1|T11705:1|T71200:1|T71200:237,NONE
A191RD,"Gross domestic product","Chained Dollar IPDs","Level",0,T10109:1,NONE
A191RE,"Gross domestic product","Current Dollar Shares","Level",0,T10110:1,NONE
A191RG,"Gross domestic product","Fisher Price Index","Level",0,IntlStyl3:1|T10104:1|T10204:1|T10304:1|T10404:1|T10504:1|T10604:59|T10704:1,NONE
A191RI,"Gross domestic product","Chained Dollar IPDs","Percent change, annual rate",0,T10107:28,NONE
A191RL,"Gross domestic product","Fisher Quantity Index","Percent change, annual rate",0,T10101:1|T10102:1|T10201:1|T10202:1|T10301:1|T10401:1|T10501:1|T10502:1|T10701:1|T10803:15|T11701:1|U90200:10|U90300:9|U90500:1,NONE
A191RO,"Gross domestic product (GDP)","Fisher Quantity Index","Percent change, year ago",0,T10111:1,NONE
A191RP,"Gross domestic product, current dollars","Current Dollars","Percent change, annual rate",0,T10101:27,NONE
A191RV,"Gross domestic product","Fisher Price Index","Percent change, annual rate",0,T10107:1|T10108:1|T10607:59,NONE
A191RX,"Gross domestic product","Chained Dollars","Level",-6,IntlStyl2:1|T10106:1|T10206:1|T10306:1|T10406:1|T10506:1|T10706:1|T10806:1|T11706:1|U90200:1|U90300:1,NONE
A192RC,"Rest of the world","Current Dollars","Level",-6,T11300:60|T60100B:19|T60100C:19|T60100D:21,A032RC|A422RC
A193RC,"Households and institutions","Current Dollars","Level",-6,T10305:5,A191RC
A193RL,"Households and institutions","Fisher Quantity Index","Percent change, annual rate",0,T10301:5,NONE
A193RX,"Households and institutions","Chained Dollars","Level",-6,T10306:5,NONE
A194RA,"Compensation of general government employees","Fisher Quantity Index","Level",0,T10903:8|T31003:4,NONE
A194RC,"Compensation of general government employees","Current Dollars","Level",-6,T10905:8|T11300:56|T11300:57|T31005:4|U32500:1,A032RC|A362RC|W102RC
A194RG,"Compensation of general government employees","Fisher Price Index","Level",0,T10904:8|T31004:4,NONE
A194RL,"Compensation of general government employees","Fisher Quantity Index","Percent change, annual rate",0,T31001:4,NONE
A194RX,"Compensation of general government employees","Chained Dollars","Level",-6,T10906:8|T31006:4,NONE
A195RC,"Business","Current Dollars","Level",-6,T10305:2,A191RC
A195RL,"Business","Fisher Quantity Index","Percent change, annual rate",0,T10301:2,NONE
A195RX,"Business","Chained Dollars","Level",-6,T10306:2,NONE
A2000A,"Farm output","Fisher Quantity Index","Level",0,T70303:1,NONE
A2000C,"Farm output","Current Dollars","Level",-6,T70305:1,NONE
A2000G,"Farm output","Fisher Price Index","Level",0,T70304:1,NONE
A2000X,"Farm output","Chained Dollars","Level",-6,T70306:1,NONE
A2001A,"Cash receipts from farm marketings","Fisher Quantity Index","Level",0,T70303:2,NONE
A2001C,"Cash receipts from farm marketings","Current Dollars","Level",-6,T70305:2,A2000C
A2001G,"Cash receipts from farm marketings","Fisher Price Index","Level",0,T70304:2,NONE
A2001X,"Cash receipts from farm marketings","Chained Dollars","Level",-6,T70306:2,NONE
A2003A,"Less: Intermediate goods and services consumed","Fisher Quantity Index","Level",0,T70303:10,NONE
A2003C,"Less: Intermediate goods and services consumed","Current Dollars","Level",-6,T70305:10,NONE
A2003G,"Less: Intermediate goods and services consumed","Fisher Price Index","Level",0,T70304:10,NONE
A2003X,"Less: Intermediate goods and services consumed","Chained Dollars","Level",-6,T70306:10,NONE
A2006C,"Compensation of employees","Current Dollars","Level",-6,T70305:18,A365RC
A2007A,"Housing output","Fisher Quantity Index","Level",0,T70403:1,NONE
A2007C,"Housing output","Current Dollars","Level",-6,T70405:1,NONE
A2007G,"Housing output","Fisher Price Index","Level",0,T70404:1,NONE
A2007X,"Housing output","Chained Dollars","Level",-6,T70406:1,NONE
A2008A,"Nonfarm housing","Fisher Quantity Index","Level",0,T70403:2,NONE
A2008C,"Nonfarm housing","Current Dollars","Level",-6,T70405:2,A2007C
A2008G,"Nonfarm housing","Fisher Price Index","Level",0,T70404:2,NONE
A2008X,"Nonfarm housing","Chained Dollars","Level",-6,T70406:2,NONE
A2009A,"Gross housing value added","Fisher Quantity Index","Level",0,T10303:11|T70403:7,NONE
A2009C,"Gross housing value added","Current Dollars","Level",-6,T10305:11|T70405:7,NONE
A2009G,"Gross housing value added","Fisher Price Index","Level",0,T10304:11|T70404:7,NONE
A2009L,"Gross housing value added","Fisher Quantity Index","Percent change, annual rate",0,T10301:11,NONE
A2009X,"Gross housing value added","Chained Dollars","Level",-6,T10306:12|T70406:7,NONE
A2010C,"Imputations (214-191-192-195-213)","Current Dollars","Level",-6,T71200:114|T71200:149,NONE
A2011C,"Excluding imputations (148-149)","Current Dollars","Level",-6,T71200:115|T71200:150,NONE
A2013C,"Imputed rental of owner-occupied housing","Current Dollars","Level",-6,T71200:154,NONE
A2014C,"Intermediate inputs","Current Dollars","Level",-6,T71200:155,NONE
A2015C,"Net interest","Current Dollars","Level",-6,T11300:47|T71200:160,W504RC
A2016C,"Taxes on production and imports","Current Dollars","Level",-6,T71200:158,NONE
A2020C,"Owner-occupied housing (-226)","Current Dollars","Level",-6,T71200:229,A2109C
A2021C,"Interest paid by nonprofit institutions serving households (-167)","Current Dollars","Level",-6,T71200:230,A2109C
A2022C,"Net imputed interest paid by government (-172-177-183+195)","Current Dollars","Level",-6,T71200:235,W520RC
A2023C,"Imputations (154-157+166+171+172+174+ 176+177+180+182+183+186-187+188+191+200+203+212+213)","Current Dollars","Level",-6,T71200:2|T71200:238,NONE
A2024C,"Owner-occupied housing (154-157)","Current Dollars","Level",-6,T71200:239,A2023C
A2025C,"Financial services furnished without payment (171+172+174+176+177+180)","Current Dollars","Level",-6,T71200:241,A2023C
A2026C,"Excluding imputations (1-2)","Current Dollars","Level",-6,T71200:248|T71200:3,NONE
A2028C,"Owner-occupied housing (164-159)","Current Dollars","Level",-6,T71200:251,A2106C
A2031C,"Less: Gold (2-12+15)","Current Dollars","Level",-6,T4030A:22|T4030A:34|T4030B:41|T4030B:51|U4030B:41|U4030B:51,NONE
A2032C,"Less: Capital gains, net of losses, in direct investment income, ITAs (23)","Current Dollars","Level",-6,T4030A:23|T4030A:35,NONE
A2033C,"Less: Statistical differences (3+7+13-23-28-32)","Current Dollars","Level",-6,T4030A:24|T4030B:42|U4030B:42,NONE
A2034C,"Plus: Other items (9-19)","Current Dollars","Level",-6,T4030A:26,NONE
A2036C,"Less: Statistical differences (24+29)","Current Dollars","Level",-6,T4030A:36|T4030B:52|U4030B:52,NONE
A2037C,"Less: Other items (-26-31)","Current Dollars","Level",-6,T4030A:37,NONE
A2042C,"Imputations (154-157+166+171+176+182+ 188+200+204+205+206+207-210-211)","Current Dollars","Level",-6,T71200:5,DPCERC
A2046C,"Current receipts","Current Dollars","Level",-6,T31400:1,NONE
A2047C,"Imputations (172+183+191+195+208+213-214)","Current Dollars","Level",-6,T71200:111,W022RC
A204RC,"To persons and business","Current Dollars","Level",-6,T30100:28,A180RC
A2050C,"Rental value of nonresidential fixed assets owned and used by nonprofit institutions serving households (166)","Current Dollars","Level",-6,T71200:166|T71200:240,A2023C
A2051C,"Farm products consumed on farms (200)","Current Dollars","Level",-6,T71200:200|T71200:244|T71200:254,A2023C|A2106C
A2061C,"Monetary interest paid","Current Dollars","Level",-6,T71100:1,NONE
A2062C,"Domestic business","Current Dollars","Level",-6,T71100:2,A2061C
A2063C,"Corporate business","Current Dollars","Level",-6,T71100:3|T71700:9,A2062C
A2064C,"Sole proprietorships and partnerships","Current Dollars","Level",-6,T71100:8,A2062C
A2065C,"Other private business","Current Dollars","Level",-6,T71100:11,A2062C
A2067C,"Interest","Current Dollars","Level",-6,T40100:10|T61500A:21|T61500B:21|T61500C:21|T61500D:25,A1627C|W160RC
A2068C,"Monetary interest received","Current Dollars","Level",-6,T71100:25,NONE
A2069C,"Domestic business","Current Dollars","Level",-6,T71100:26,A2068C
A206RC,"Goods-producing industries","Current Dollars","Level",-6,T20200A:3|T20700A:3,NONE
A2070C,"Corporate business","Current Dollars","Level",-6,T71100:27|T71700:24,A2069C
A2071C,"Government","Current Dollars","Level",-6,T71100:33,A2068C
A2072C,"Rest of the world","Current Dollars","Level",-6,T71100:36,A2068C
A2073C,"Imputed interest paid","Current Dollars","Level",-6,T71100:41,NONE
A2074C,"Imputed interest received","Current Dollars","Level",-6,T71100:54,NONE
A2075C,"Domestic business","Current Dollars","Level",-6,T71100:55,A2074C
A2076C,"Corporate business","Current Dollars","Level",-6,T71100:56,A2075C
A2077C,"Sole proprietorships and partnerships","Current Dollars","Level",-6,T71100:59,A2075C
A2079C,"Government","Current Dollars","Level",-6,T71100:72,A2074C
A2086C,"Excluding imputations (4-5)","Current Dollars","Level",-6,T71200:6,DPCERC
A2087C,"Imputations (210+211+212)","Current Dollars","Level",-6,T71200:209|T71200:8,A006RC
A2088C,"Excluding imputations (7-8)","Current Dollars","Level",-6,T71200:9,A006RC
A2089C,"Excluding imputations (19-20)","Current Dollars","Level",-6,T71200:21,NONE
A2092C,"Imputations (165+168+213)","Current Dollars","Level",-6,T71200:152|T71200:72,NONE
A2093C,"Excluding imputations (71-72)","Current Dollars","Level",-6,T71200:153|T71200:73,NONE
A2094C,"Imputations (158)","Current Dollars","Level",-6,T71200:35,W056RC
A2095C,"Excluding imputations (34-35)","Current Dollars","Level",-6,T71200:36,W056RC
A2096C,"Excluding imputations (37-38)","Current Dollars","Level",-6,T71200:39,A107RC
A2097C,"Imputations (172+177+183+191+208+213-214)","Current Dollars","Level",-6,T71200:23,A955RC
A2098C,"Excluding imputations (22-23)","Current Dollars","Level",-6,T71200:24,A955RC
A2099C,"Employment-related imputations (203)","Current Dollars","Level",-6,T71200:203|T71200:245,A2023C
A2100C,"Excluding imputations (31-32)","Current Dollars","Level",-6,T71200:33,A4002C
A2101C,"Imputations (200+212)","Current Dollars","Level",-6,T71200:50|T71200:81,NONE
A2102C,"Excluding imputations (49-50)","Current Dollars","Level",-6,T71200:51|T71200:82,NONE
A2103C,"Excluding imputations (52-53)","Current Dollars","Level",-6,T71200:54|T71200:85,NONE
A2104C,"Imputations (215)","Current Dollars","Level",-6,T71200:215|T71200:233|T71200:44,W272RC|W520RC
A2105C,"Excluding imputations (43-44)","Current Dollars","Level",-6,T71200:45,W272RC
A2106C,"Imputations","Current Dollars","Level",-6,T71200:250|T71200:75,NONE
A2107C,"Excluding imputations (249-250)","Current Dollars","Level",-6,T71200:260|T71200:76,NONE
A2109C,"Personal interest payments (228)","Current Dollars","Level",-6,T71200:228|T71200:236,W520RC
A2111C,"Imputations (-159-198+199)","Current Dollars","Level",-6,T71200:90,A577RC
A2112C,"Excluding imputations (89-90)","Current Dollars","Level",-6,T71200:91,A577RC
A2114C,"Excluding imputations (110-111)","Current Dollars","Level",-6,T71200:112,W022RC
A2115C,"Imputations (-158)","Current Dollars","Level",-6,T71200:96,W055RC
A2116C,"Excluding imputations (95-96)","Current Dollars","Level",-6,T71200:97,W055RC
A2117C,"Imputations (75-96)","Current Dollars","Level",-6,T71200:99,A067RC
A2118C,"Excluding imputations (98-99)","Current Dollars","Level",-6,T71200:100,A067RC
A2119C,"Imputations (5-163+228)","Current Dollars","Level",-6,T71200:102,A068RC
A2120C,"Excluding imputations (101-102)","Current Dollars","Level",-6,T71200:103,A068RC
A2121C,"Imputations (199+209-165-168)","Current Dollars","Level",-6,T71200:105|T71200:143,NONE
A2122C,"Excluding imputations (142-143)","Current Dollars","Level",-6,T71200:106|T71200:144,NONE
A2129C,"Monetary interest paid by owner-occupants and nonprofit institutions","Current Dollars","Level",-6,T71200:225,NONE
A212RC,"Distributive industries","Current Dollars","Level",-6,T20200A:5|T20700A:5,NONE
A218RC,"Service industries","Current Dollars","Level",-6,T20200A:6|T20700A:6,NONE
A2201C,"Domestic corporate business","Current Dollars","Level",-6,T70600:4,NONE
A2203C,"Nonfinancial","Current Dollars","Level",-6,T70600:10,NONE
A2204C,"Sole proprietorships and partnerships","Current Dollars","Level",-6,T70600:14,W282RC
A2205C,"Capital consumption adjustment","Current Dollars","Level",-6,T11300:75|T70600:16|T71300:24,A2204C
A2206C,"Other private business","Current Dollars","Level",-6,T70600:19,W282RC
A2209C,"Pension and other employee benefit plans","Current Dollars","Level",-6,T70800:4,NONE
A2210C,"Health insurance","Current Dollars","Level",-6,T70800:12,NONE
A2211C,"Life insurance","Current Dollars","Level",-6,T70800:18,NONE
A2212C,"Workers' compensation","Current Dollars","Level",-6,T70800:21,NONE
A2213C,"Unemployment insurance","Current Dollars","Level",-6,T70800:25,NONE
A2215C,"Rental income with capital consumption adjustment (1-8)","Current Dollars","Level",-6,T70900:15,NONE
A2217C,"Nonfarm owner-occupied housing","Current Dollars","Level",-6,T70900:10,W157RC
A2218C,"Monetary dividends paid","Current Dollars","Level",-6,T71000:1,NONE
A2219C,"Domestic corporate business","Current Dollars","Level",-6,T71000:2,A2218C
A221RC,"Social insurance funds","Current Dollars","Level",-6,T30100:32,NONE
A2224C,"Rest of the world (5-10)","Current Dollars","Level",-6,T71000:17,NONE
A229RC,"Current dollars","Ratio","Level",0,T20100:38|T20600:38|T70100:4,NONE
A229RX,"Chained (2009) dollars","Ratio","Level",0,T20100:39|T20600:39|T70100:12,NONE
A253AX,"Goods","Chained Dollars","Level",-6,T10106A:17,NONE
